"id","title","description","category","organization","location","time_commitment","starts_at","ends_at","latitude","longitude","is_active","tags","image_url","source_url","created_at","updated_at"
"389","Cercle de lecture engagé","💡 Cercle de lecture engagé. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Restos du Cœur","Paris","1–2 h","","","48.871447","2.322287","false","convivial, accueil, réseau","","","2025-10-10T06:37:49Z","2025-10-10T06:37:49Z"
"390","Initiation compost collectif","![Illustration](https://images.unsplash.com/photo-1558222217-0d77a6d3b3d1?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Initiation compost collectif** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Format **2–4 h** : dates à venir (nov.–déc. 2025)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","rencontres","Pôle Asso","Paris","Jeudi 14:00–17:00","","","48.851825","2.337074","false","impact, accueil, débutant","https://images.unsplash.com/photo-1558222217-0d77a6d3b3d1?q=80&w=1200&auto=format&fit=crop","","2025-10-10T06:37:49Z","2025-10-29T09:49:02Z"
"391","Café-rencontre bienveillance","💡 Café-rencontre bienveillance. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Tiers-Lieu Citoyen","Paris","1–2 h","","","48.87705","2.342722","false","convivial, accueil, impact","","","2025-10-10T06:37:49Z","2025-10-13T06:44:08Z"
"392","Apéro associatif","💡 Apéro associatif. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Simplon","Paris","Hebdomadaire","","","48.852238","2.377671","false","impact, convivial, réseau","","","2025-10-10T06:37:49Z","2025-10-14T20:03:00Z"
"393","Atelier finance d'amorçage","💡 Atelier finance d'amorçage. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","entreprendre","Collectif Zéro Déchet","Paris","Hebdomadaire","","","48.867787","2.34869","false","réseau, débutant, convivial","","","2025-10-10T06:37:49Z","2025-10-21T07:55:23Z"
"394","Atelier business model","💡 Atelier business model. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","entreprendre","Pôle Asso","Paris","1–2 h","","","48.868421","2.362335","false","convivial, impact, accueil","","","2025-10-10T06:37:49Z","2025-10-19T07:57:50Z"
"395","Balade urbaine solidaire","💡 Balade urbaine solidaire. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Réseau Entourage","Lyon","2–4 h","","","45.777483","4.81889","false","réseau, débutant, impact","","","2025-10-10T06:37:49Z","2025-10-14T06:25:14Z"
"396","Soirée jeux coopératifs","💡 Soirée jeux coopératifs. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Emmaüs","Rennes","2–4 h","","","48.122607","-1.708072","false","accueil, convivial, débutant","","","2025-10-10T06:37:49Z","2025-10-21T05:19:36Z"
"397","Soirée jeux coopératifs","💡 Soirée jeux coopératifs. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Pôle Asso","Rennes","1–2 h","","","48.119279","-1.674651","false","réseau, convivial, impact","","","2025-10-10T06:37:49Z","2025-10-21T07:55:23Z"
"398","Cercle de lecture engagé","💡 Cercle de lecture engagé. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","MJC Locale","Lille","2–4 h","","","50.633727","3.057792","false","impact, accueil, débutant","","","2025-10-10T06:37:49Z","2025-10-27T18:57:28Z"
"399","Atelier devoirs","![Illustration](https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Atelier devoirs** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Tous les **mardis** à **18:30** (dès **novembre 2025**)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","benevolat","Latitudes","Paris","Jeudi 14:00–17:00","","","48.861535","2.369155","false","accueil, réseau, convivial","https://images.unsplash.com/photo-1488521787991-ed7bbaae773c?q=80&w=1200&auto=format&fit=crop","","2025-10-10T06:42:49Z","2025-10-29T08:27:44Z"
"400","Atelier pitch de projet","💡 Atelier pitch de projet. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","formation","MJC Locale","Paris","1–2 h","","","48.849841","2.328268","false","réseau, accueil, impact","","","2025-10-10T06:42:49Z","2025-10-19T19:15:09Z"
"401","Webinaire reconversion","![Illustration](https://images.unsplash.com/photo-1513258496099-48168024aec0?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Webinaire reconversion** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Créneau **hebdomadaire** : jeudi 18:30–20:00 (à partir de nov. 2025)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","formation","Bibliothèque Solidaire","Paris","Ponctuel (2–3 h)","","","48.870471","2.365305","false","accueil, réseau, impact","https://images.unsplash.com/photo-1513258496099-48168024aec0?q=80&w=1200&auto=format&fit=crop","","2025-10-10T06:42:49Z","2025-10-29T09:49:02Z"
"402","Atelier CV & LinkedIn","💡 Atelier CV & LinkedIn. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","formation","Le Wagon","Paris","1–2 h","","","48.850709","2.336179","false","débutant, accueil, réseau","","","2025-10-10T06:42:49Z","2025-10-14T20:03:00Z"
"403","Webinaire reconversion","![Illustration](https://images.unsplash.com/photo-1513258496099-48168024aec0?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Webinaire reconversion** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Créneau **hebdomadaire** : jeudi 18:30–20:00 (à partir de nov. 2025)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","formation","Emmaüs","Paris","Samedi 9:30–12:30","","","48.846716","2.325754","false","réseau, accueil, débutant","https://images.unsplash.com/photo-1513258496099-48168024aec0?q=80&w=1200&auto=format&fit=crop","","2025-10-10T06:42:49Z","2025-10-29T08:05:21Z"
"404","Formation outils collaboratifs","![Illustration](https://images.unsplash.com/photo-1513258496099-48168024aec0?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Formation outils collaboratifs** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Créneau **hebdomadaire** : jeudi 18:30–20:00 (à partir de nov. 2025)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","formation","Secours Populaire","Paris","Ponctuel (2–3 h)","","","48.858066","2.371363","false","réseau, convivial, accueil","https://images.unsplash.com/photo-1513258496099-48168024aec0?q=80&w=1200&auto=format&fit=crop","","2025-10-10T06:42:49Z","2025-10-29T08:05:21Z"
"405","Webinaire reconversion","💡 Webinaire reconversion. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","formation","Latitudes","Paris","Ponctuel","","","48.841927","2.381112","false","réseau, impact, accueil","","","2025-10-10T06:42:49Z","2025-10-14T19:58:57Z"
"406","Cercle de lecture engagé","💡 Cercle de lecture engagé. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Latitudes","Paris","Mensuel","","","48.863428","2.340156","false","réseau, débutant, convivial","","","2025-10-10T06:42:49Z","2025-10-10T06:42:49Z"
"407","Club entrepreneurs à impact","💡 Club entrepreneurs à impact. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","entreprendre","MJC Locale","Paris","2–4 h","","","48.848421","2.374374","false","impact, accueil, débutant","","","2025-10-10T06:42:49Z","2025-10-14T20:03:00Z"
"408","Permanence pro bono (stratégie)","💡 Permanence pro bono (stratégie). Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","entreprendre","Restos du Cœur","Paris","Hebdomadaire","","","48.869629","2.328202","false","accueil, convivial, réseau","","","2025-10-10T06:42:49Z","2025-10-14T06:25:14Z"
"409","Club entrepreneurs à impact","💡 Club entrepreneurs à impact. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","entreprendre","Secours Populaire","Paris","1–2 h","","","48.862017","2.344336","false","réseau, accueil, débutant","","","2025-10-10T06:42:49Z","2025-10-21T06:39:15Z"
"410","Atelier business model","💡 Atelier business model. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","entreprendre","Bibliothèque Solidaire","Paris","Mensuel","","","48.857973","2.352289","false","impact, débutant, réseau","","","2025-10-10T06:42:49Z","2025-10-13T16:12:53Z"
"411","Café-rencontre bienveillance","💡 Café-rencontre bienveillance. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","MJC Locale","Lyon","Mensuel","","","45.766976","4.846423","false","convivial, réseau, accueil","","","2025-10-10T06:42:49Z","2025-10-10T06:42:49Z"
"412","Accompagnement numérique","💡 Accompagnement numérique. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","benevolat","Collectif Zéro Déchet","Paris","Hebdomadaire","","","48.841165","2.34501","false","convivial, réseau, accueil","","","2025-10-10T06:43:45Z","2025-10-21T07:46:50Z"
"413","Frigo solidaire - réassort","💡 Frigo solidaire - réassort. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","benevolat","Secours Populaire","Paris","Ponctuel","","","48.862417","2.338037","false","convivial, accueil, débutant","","","2025-10-10T06:43:45Z","2025-10-21T06:39:15Z"
"414","Collecte solidaire","💡 Collecte solidaire. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","benevolat","Simplon","Paris","Mensuel","","","48.836446","2.343439","false","convivial, débutant, réseau","","","2025-10-10T06:43:45Z","2025-10-23T08:09:11Z"
"415","Formation premiers secours","💡 Formation premiers secours. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","formation","Le Wagon","Paris","Ponctuel","","","48.861158","2.33653","false","réseau, accueil, convivial","","","2025-10-10T06:43:45Z","2025-10-13T16:12:53Z"
"416","Atelier podcast - initiation","💡 Atelier podcast - initiation. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","formation","Fab City","Paris","2–4 h","","","48.846751","2.337485","false","accueil, réseau, convivial","","","2025-10-10T06:43:45Z","2025-10-21T05:19:36Z"
"417","Découverte du code (initiation)","💡 Découverte du code (initiation). Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","formation","Fab City","Paris","2–4 h","","","48.840081","2.338226","false","accueil, convivial, impact","","","2025-10-10T06:43:45Z","2025-10-19T19:15:09Z"
"418","Formation outils collaboratifs","💡 Formation outils collaboratifs. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","formation","Restos du Cœur","Paris","Hebdomadaire","","","48.863089","2.33466","false","impact, convivial, réseau","","","2025-10-10T06:43:45Z","2025-10-19T19:15:09Z"
"419","Atelier pitch de projet","💡 Atelier pitch de projet. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","formation","Réseau Entourage","Paris","Ponctuel","","","48.850233","2.373779","false","convivial, réseau, débutant","","","2025-10-10T06:43:45Z","2025-10-21T07:46:51Z"
"420","Apéro associatif","💡 Apéro associatif. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Makesense","Paris","Ponctuel","","","48.873231","2.374856","false","accueil, réseau, impact","","","2025-10-10T06:43:45Z","2025-10-21T05:19:36Z"
"421","Balade urbaine solidaire","💡 Balade urbaine solidaire. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Emmaüs","Paris","1–2 h","","","48.859383","2.344242","false","convivial, débutant, accueil","","","2025-10-10T06:43:45Z","2025-10-19T06:37:35Z"
"422","Club entrepreneurs à impact","![Illustration](https://images.unsplash.com/photo-1556157382-97eda2d62296?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Club entrepreneurs à impact** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Format **2–4 h** : dates à venir (nov.–déc. 2025)

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","entreprendre","Fab City","Paris","Mardi 18:30–20:00","","","48.878795","2.355192","false","impact, accueil, convivial","https://images.unsplash.com/photo-1556157382-97eda2d62296?q=80&w=1200&auto=format&fit=crop","","2025-10-10T06:43:45Z","2025-10-29T08:05:21Z"
"423","Sprint produit (2h)","💡 Sprint produit (2h). Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","entreprendre","Secours Populaire","Paris","Hebdomadaire","","","48.862845","2.349739","false","convivial, réseau, accueil","","","2025-10-10T06:43:45Z","2025-10-13T06:35:55Z"
"424","Soirée jeux coopératifs","💡 Soirée jeux coopératifs. Rejoins-nous pour une expérience concrète et utile. Encadrement bienveillant, matériel fourni selon besoin.","rencontres","Bibliothèque Solidaire","Lyon","Hebdomadaire","","","45.759293","4.852134","false","impact, réseau, accueil","","","2025-10-10T06:43:45Z","2025-10-27T18:57:28Z"
"425","Visite tiers-lieu","![Illustration](https://images.unsplash.com/photo-1558222217-0d77a6d3b3d1?q=80&w=1200&auto=format&fit=crop)

### À quoi ça ressemble ?
💡 **Visite tiers-lieu** près de chez toi. Ambiance conviviale, apprentissages concrets et impact local immédiat.

🗓️ **Quand ?** Cycle **novembre–décembre 2025**, horaires communiqués après inscription

👉 **Ce que tu feras** : participation active, accueil bienveillant, explications claires pas-à-pas.","rencontres","Tiers-Lieu Citoyen","Lyon","Ponctuel (2–3 h)","","","45.773917","4.867246","false","accueil, réseau, débutant","https://images.unsplash.com/photo-1558222217-0d77a6d3b3d1?q=80&w=1200&auto=format&fit=crop","","2025-10-10T06:43:45Z","2025-10-29T09:49:02Z"
